"date","close","volume","open","high","low"
"2018/10/19","129.1000","7720795.0000","130.6500","131.8900","127.9600"
"2018/10/18","130.5500","9989208.0000","132.7300","133.4000","130.0400"
"2018/10/17","134.0500","18961040.0000","135.8900","137.1500","133.4193"
"2018/10/16","145.1200","8573985.0000","142.9300","145.4500","141.5800"
"2018/10/15","141.1300","4611820.0000","140.3800","142.2600","140.1400"
"2018/10/12","140.8500","6391828.0000","141.1200","141.5400","139.0800"
"2018/10/11","139.0200","8702607.0000","142.6200","144.1900","138.7800"
"2018/10/10","142.6900","5272862.0000","147.5000","147.6900","142.5000"
"2018/10/09","147.2400","3641387.0000","148.0800","148.3600","146.9300"
"2018/10/08","148.3900","3229339.0000","148.5000","149.0700","147.1800"
"2018/10/05","149.0300","4602216.0000","150.9000","151.7900","147.8700"
"2018/10/04","151.3100","4237519.0000","151.6900","152.8000","150.3600"
"2018/10/03","153.2200","3315292.0000","154.0000","154.3600","152.8000"
"2018/10/02","153.7500","3025052.0000","152.9900","153.8400","152.5000"
"2018/10/01","153.0000","3737903.0000","151.7100","153.4200","151.7100"
"2018/09/28","151.2100","3305324.0000","151.1600","151.6250","150.7900"
"2018/09/27","151.5000","3475431.0000","152.0100","152.3888","151.1600"
"2018/09/26","151.6100","7147572.0000","152.4000","153.3500","151.3400"
"2018/09/25","148.9100","4030483.0000","149.9100","150.4100","148.3600"
"2018/09/24","150.0300","4215756.0000","151.1000","151.2000","149.4600"
"2018/09/21","151.3500","19847660.0000","151.4800","152.6000","150.7400"
"2018/09/20","151.1500","5822864.0000","149.5800","151.3800","149.4400"
"2018/09/19","149.0600","4246174.0000","148.6300","149.9599","148.2300"
"2018/09/18","148.5600","3413076.0000","147.7600","148.9850","147.4700"
"2018/09/17","147.9400","3307740.0000","148.4400","149.0700","147.7700"
"2018/09/14","148.3300","3240966.0000","148.8500","149.3000","147.7800"
"2018/09/13","148.9500","5150862.0000","147.3500","149.0000","147.1179"
"2018/09/12","146.5700","4490979.0000","146.3700","147.9800","146.0300"
"2018/09/11","146.4900","3374678.0000","146.0000","146.9900","145.2500"
"2018/09/10","145.6500","3335742.0000","146.6000","147.3000","145.5600"
"2018/09/07","145.4500","4453753.0000","145.9400","146.5031","145.1200"
"2018/09/06","146.3900","4248781.0000","146.8800","147.6600","145.5400"
"2018/09/05","146.6600","3107991.0000","145.1900","146.7500","145.0500"
"2018/09/04","145.6800","3090177.0000","145.9800","146.1900","144.8100"
"2018/08/31","146.4800","3436359.0000","145.7200","146.7800","145.5401"
"2018/08/30","145.9300","3338329.0000","147.0300","147.3000","145.2500"
"2018/08/29","147.5400","2699766.0000","146.8700","147.9300","146.6000"
"2018/08/28","146.5900","2449441.0000","146.9500","146.9900","146.1900"
"2018/08/27","146.6900","3026798.0000","146.9400","147.6200","146.5200"
"2018/08/24","146.0400","2727395.0000","145.4600","146.0869","144.8700"
"2018/08/23","145.3700","2220427.0000","145.0400","145.5200","144.7500"
"2018/08/22","145.2400","2246709.0000","146.0100","146.1600","145.1900"
"2018/08/21","145.9700","2813028.0000","147.0000","147.1200","145.8900"
"2018/08/20","146.5100","2499398.0000","146.3700","147.1600","146.1500"
"2018/08/17","146.0600","2678645.0000","144.7900","146.3900","144.6900"
"2018/08/16","145.3400","5250704.0000","144.3700","145.6800","144.3700"
"2018/08/15","143.9100","4240961.0000","142.5500","144.0000","142.0000"
"2018/08/14","143.3600","2860006.0000","143.0000","143.8200","142.9300"
"2018/08/13","142.7100","2858415.0000","144.1500","144.3000","142.5300"
"2018/08/10","144.4800","3001883.0000","144.5000","145.0700","143.8800"
"2018/08/09","144.7700","3093453.0000","145.5300","145.9400","144.7300"
"2018/08/08","146.8900","3580415.0000","147.3300","147.4300","146.2400"
"2018/08/07","147.0100","3505622.0000","146.6500","147.6400","146.3500"
"2018/08/06","146.0300","3912466.0000","146.9500","147.2000","145.5700"
"2018/08/03","147.7000","8053092.0000","143.2400","147.9200","143.0000"
"2018/08/02","142.9600","3836238.0000","142.8600","143.3600","142.3300"
"2018/08/01","143.5000","3387120.0000","144.7600","145.1900","143.3400"
"2018/07/31","144.9300","5473146.0000","145.7400","145.8000","144.1590"
"2018/07/30","145.4900","3450004.0000","144.8000","146.2400","144.6900"
"2018/07/27","145.1500","3749286.0000","146.8900","147.1400","144.6600"
"2018/07/26","146.7100","4776629.0000","147.4300","149.2700","146.6300"
"2018/07/25","146.6200","3628272.0000","146.0100","146.6500","145.5000"
"2018/07/24","146.3800","3891462.0000","146.7000","147.0400","145.9200"
"2018/07/23","145.7000","3767643.0000","146.3500","146.7000","145.0150"
"2018/07/20","146.3500","6411644.0000","148.5800","148.8600","146.2600"
"2018/07/19","149.2400","14536290.0000","147.8500","150.5400","147.2500"
"2018/07/18","144.5200","6651091.0000","143.5100","144.8000","142.7351"
"2018/07/17","143.4900","5087700.0000","144.7500","145.0000","143.3400"
"2018/07/16","145.4600","3463840.0000","145.6700","145.7900","144.2100"
"2018/07/13","145.9000","3062531.0000","146.4500","146.9799","145.8000"
"2018/07/12","146.4500","3096255.0000","145.8500","146.8300","145.7400"
"2018/07/11","144.9400","3466858.0000","144.0000","146.1900","144.0000"
"2018/07/10","144.7100","3721923.0000","144.5100","145.5900","144.2550"
"2018/07/09","144.3900","3840834.0000","142.5900","144.7200","142.4700"
"2018/07/06","142.4800","2910426.0000","141.5300","142.9400","141.1700"
"2018/07/05","141.4300","3684736.0000","140.4800","141.4300","139.9300"
"2018/07/03","139.5700","1963232.0000","140.6500","140.9400","139.3678"
"2018/07/02","139.8600","3404522.0000","138.2800","140.2200","138.2000"
"2018/06/29","139.7000","3709514.0000","140.3200","141.3590","139.6100"
"2018/06/28","140.0400","4523146.0000","138.1000","140.5400","137.9450"
"2018/06/27","137.4800","4097173.0000","139.1100","139.7800","137.4500"
"2018/06/26","139.0800","4132936.0000","139.3600","139.8499","138.3300"
"2018/06/25","138.7900","8936500.0000","140.4000","140.4000","138.2800"
"2018/06/22","141.2800","5978837.0000","141.6400","141.8100","140.7800"
"2018/06/21","141.2500","3719842.0000","142.5900","143.1400","140.8300"
"2018/06/20","142.6300","3327016.0000","144.2200","144.5200","142.4100"
"2018/06/19","143.9000","3480989.0000","143.1200","144.2200","142.9500"
"2018/06/18","144.4800","3955267.0000","144.1800","144.5200","143.1400"
"2018/06/15","145.3900","9101344.0000","144.9000","145.4700","143.7000"
"2018/06/14","145.2000","3278242.0000","146.6500","146.9800","145.0900"
"2018/06/13","146.3500","2636788.0000","146.7900","147.4700","146.2000"
"2018/06/12","146.8700","2640091.0000","147.1000","147.5200","146.6200"
"2018/06/11","146.5800","3187860.0000","146.6200","147.4100","146.1400"
"2018/06/08","146.1400","5059360.0000","145.0000","146.4300","144.3700"
"2018/06/07","145.3600","4263362.0000","145.0000","146.7000","144.9300"
"2018/06/06","144.7100","3220131.0000","144.3400","144.7200","143.5400"
"2018/06/05","143.7000","2824323.0000","143.0500","144.0800","143.0400"
"2018/06/04","143.0400","3032513.0000","142.3000","143.1700","142.1800"
"2018/06/01","141.9500","3854463.0000","142.4300","142.8400","141.6200"
"2018/05/31","141.3100","6828045.0000","142.8100","142.8100","141.0500"
"2018/05/30","142.6200","5109028.0000","141.9000","143.1000","141.8200"
"2018/05/29","141.2200","4533961.0000","142.5300","142.8900","140.2100"
"2018/05/25","143.6400","4914174.0000","143.9000","144.5700","143.4600"
"2018/05/24","144.0700","3398444.0000","144.3900","144.4800","142.9500"
"2018/05/23","144.6700","3456319.0000","144.3500","144.7000","143.4800"
"2018/05/22","145.0900","2284010.0000","145.5200","146.2040","145.0000"
"2018/05/21","145.4900","2892683.0000","144.9500","146.0400","144.6800"
"2018/05/18","144.0800","2677403.0000","144.4700","144.9400","143.9900"
"2018/05/17","144.5000","3147105.0000","144.5000","145.1900","143.7700"
"2018/05/16","144.6300","3168454.0000","143.7000","145.0275","143.2700"
"2018/05/15","143.7400","4088765.0000","143.5000","143.9900","142.9200"
"2018/05/14","144.3000","3214837.0000","144.4700","145.1200","144.1400"
"2018/05/11","144.1400","3073144.0000","144.1100","144.8500","143.5800"
"2018/05/10","144.2400","3726223.0000","143.1500","144.3300","143.0100"
"2018/05/09","142.6100","4190305.0000","141.9000","143.0200","141.2800"
"2018/05/08","143.0000","5365087.0000","143.0000","143.5070","142.0600"
"2018/05/07","143.2200","3659906.0000","144.0000","144.3200","142.6403"
"2018/05/04","143.9100","4400297.0000","141.1000","144.3500","140.2800"
"2018/05/03","141.9900","5016580.0000","142.1300","142.2300","139.9000"
"2018/05/02","142.4500","5193157.0000","144.4600","144.8200","142.0700"
"2018/05/01","145.0000","4430144.0000","144.6500","145.0200","143.4700"
"2018/04/30","144.9600","4410906.0000","146.8600","147.3800","144.9600"
"2018/04/27","146.4800","3200337.0000","146.8400","147.2500","145.6600"
"2018/04/26","146.7200","4251898.0000","146.6000","147.3600","146.2000"
"2018/04/25","145.9400","7322583.0000","145.7900","146.4000","144.1110"
"2018/04/24","145.5600","4915483.0000","146.5100","147.3000","144.5300"
"2018/04/23","145.8600","5312680.0000","145.0300","145.9600","144.3300"
"2018/04/20","144.9000","8262089.0000","147.9000","147.9700","144.5100"
"2018/04/19","147.7000","8066949.0000","149.1900","149.2072","146.6200"
"2018/04/18","148.7900","20366390.0000","152.1400","152.6300","148.2600"
"2018/04/17","160.9100","10030300.0000","158.8200","162.0000","158.5100"
"2018/04/16","157.8900","4183034.0000","157.9900","159.1400","157.6700"
"2018/04/13","156.7100","3886410.0000","158.6700","159.2200","155.9100"
"2018/04/12","158.0700","5632531.0000","156.7500","158.9800","156.6700"
"2018/04/11","155.3600","3209656.0000","154.3700","155.7800","153.8800"
"2018/04/10","155.3900","3834517.0000","155.0300","156.6050","154.7500"
"2018/04/09","152.6900","4410622.0000","151.8000","154.6600","151.7433"
"2018/04/06","150.5700","3672651.0000","153.4600","153.9500","149.5400"
"2018/04/05","154.0300","3170798.0000","154.4400","154.9200","153.3400"
"2018/04/04","154.1200","4801403.0000","147.8900","154.4700","147.4500"
"2018/04/03","149.8500","4134866.0000","150.8000","151.0000","148.3000"
"2018/04/02","150.0700","5136191.0000","153.3400","153.3800","148.4300"
"2018/03/29","153.4300","3419328.0000","153.0700","153.8900","151.0800"
"2018/03/28","152.5200","3664480.0000","152.0700","153.8600","151.8900"
"2018/03/27","151.9100","3875906.0000","153.9500","154.8697","151.1600"
"2018/03/26","153.3700","4102976.0000","151.2100","153.6570","150.2800"
"2018/03/23","148.8900","4427791.0000","152.2500","152.5800","148.5410"
"2018/03/22","152.0900","4739788.0000","155.0000","155.2499","152.0000"
"2018/03/21","156.6900","3481845.0000","156.5700","158.2000","155.9200"
"2018/03/20","156.2000","4335687.0000","157.5200","157.9300","155.2900"
"2018/03/19","157.3500","5454834.0000","159.7100","159.8899","156.4500"
"2018/03/16","160.2600","9206814.0000","160.0600","161.9800","159.6400"
"2018/03/15","159.6100","3863182.0000","158.7100","161.2500","158.5200"
"2018/03/14","158.1200","3630206.0000","160.1700","160.6800","157.7400"
"2018/03/13","159.3200","4124286.0000","160.0900","162.1122","158.8100"
"2018/03/12","160.2600","5061463.0000","159.6400","161.0200","158.8700"
"2018/03/09","159.3100","5019427.0000","157.4700","159.5825","157.3000"
"2018/03/08","156.2100","6391534.0000","159.0000","159.5700","155.0700"
"2018/03/07","158.3200","4312067.0000","155.0000","158.8300","154.7300"
"2018/03/06","155.7200","3592913.0000","157.2800","157.8900","155.1568"
"2018/03/05","156.9500","3670382.0000","154.1200","157.4900","153.7500"
"2018/03/02","154.4900","3260903.0000","152.7900","154.7600","151.8800"
"2018/03/01","153.8100","4037578.0000","155.5300","156.9742","152.7900"
"2018/02/28","155.8300","3793433.0000","157.5000","158.1399","155.8000"
"2018/02/27","156.5500","4233110.0000","158.4600","159.7800","156.5300"
"2018/02/26","158.5800","3598083.0000","155.8100","158.8800","155.5100"
"2018/02/23","155.5200","3251395.0000","154.3000","155.8550","154.0700"
"2018/02/22","153.1800","4019720.0000","154.5000","155.0400","152.7900"
"2018/02/21","153.9600","3724635.0000","155.4300","156.7900","153.9000"
"2018/02/20","155.1600","4482762.0000","155.7900","155.9600","153.8700"
"2018/02/16","156.1800","4253815.0000","155.7100","157.7905","155.6900"
"2018/02/15","156.0100","5527366.0000","155.5000","156.8600","153.7000"
"2018/02/14","154.7600","5474399.0000","150.1900","155.0000","150.0000"
"2018/02/13","150.7500","4865333.0000","150.9000","151.1790","149.6400"
"2018/02/12","151.4000","5839248.0000","150.9000","152.4000","150.3000"
"2018/02/09","149.5100","7783434.0000","148.6000","150.5400","144.3955"
"2018/02/08","147.5900","6765434.0000","152.4800","153.1600","147.5000"
"2018/02/07","153.8500","6138776.0000","154.1700","155.3400","153.2800"
"2018/02/06","155.3400","9854125.0000","150.2900","155.4900","149.1100"
"2018/02/05","152.5300","8674946.0000","157.8900","158.5000","150.0000"
"2018/02/02","159.0300","5228394.0000","161.7000","162.0000","158.8663"
"2018/02/01","162.4000","4431977.0000","163.1900","164.1300","161.9000"
"2018/01/31","163.7000","4072020.0000","163.7500","164.9900","162.7610"
"2018/01/30","163.6200","4901284.0000","166.2100","166.7700","163.1550"
"2018/01/29","166.8000","3514482.0000","167.4500","168.3900","166.0100"
"2018/01/26","167.3400","3772739.0000","166.1200","167.4142","165.7900"
"2018/01/25","165.4700","3300971.0000","165.9100","166.7800","165.1900"
"2018/01/24","165.3700","5557156.0000","166.7500","168.7200","164.8200"
"2018/01/23","166.2500","7460921.0000","162.8200","166.2600","162.5100"
"2018/01/22","162.6000","8456949.0000","161.5100","163.9800","161.1100"
"2018/01/19","162.3700","21086490.0000","164.4600","165.4000","161.3000"
"2018/01/18","169.1200","13427660.0000","170.0000","171.1300","168.1500"
"2018/01/17","168.6500","11671060.0000","168.0100","169.1253","167.2600"
"2018/01/16","163.8500","7589422.0000","165.1000","165.2900","163.3500"
"2018/01/12","163.1400","5026753.0000","164.0200","164.7400","163.0300"
"2018/01/11","164.2000","3791309.0000","164.8000","164.9400","163.3000"
"2018/01/10","164.1800","4168553.0000","162.9100","164.3300","162.5000"
"2018/01/09","163.8300","4338857.0000","163.9000","164.5300","163.0600"
"2018/01/08","163.4700","5236536.0000","162.6600","163.9050","161.7010"
"2018/01/05","162.4900","5179851.0000","162.4400","162.9000","161.1010"
"2018/01/04","161.7000","7554257.0000","159.6500","162.3237","159.3700"
"2018/01/03","158.4900","9440508.0000","157.3400","159.8100","156.3300"
"2018/01/02","154.2500","4197812.0000","154.5000","154.8100","153.5400"
"2017/12/29","153.4200","3324662.0000","154.1700","154.7200","153.4150"
"2017/12/28","154.0400","2686841.0000","153.2000","154.1200","153.2000"
"2017/12/27","153.1300","2144620.0000","152.9500","153.1800","152.6100"
"2017/12/26","152.8300","2478972.0000","152.5100","153.8600","152.5000"
"2017/12/22","152.5000","2984926.0000","151.8200","153.0000","151.5000"
"2017/12/21","151.5000","4147873.0000","153.1700","153.4600","151.4900"
"2017/12/20","152.9500","3784577.0000","153.6500","153.8900","152.7800"
"2017/12/19","153.2300","4116248.0000","154.0500","154.1700","153.0900"
"2017/12/18","153.3300","5089588.0000","153.5900","154.1800","153.2100"
"2017/12/15","152.5000","11276390.0000","153.6100","153.8000","152.0300"
"2017/12/14","154.0000","4635905.0000","154.6000","155.1100","153.7000"
"2017/12/13","153.9100","5658524.0000","156.6000","156.7300","153.8900"
"2017/12/12","156.7400","6321525.0000","155.2000","157.8500","155.1600"
"2017/12/11","155.4100","4101417.0000","154.9700","155.8900","154.5700"
"2017/12/08","154.8100","3474743.0000","153.9400","155.0300","153.5500"
"2017/12/07","153.5700","3771139.0000","154.0300","154.4500","153.2600"
"2017/12/06","154.1000","3364424.0000","155.6900","156.2200","154.0900"
"2017/12/05","155.3500","5067941.0000","156.4500","156.7400","154.6800"
"2017/12/04","156.4600","4664064.0000","155.6700","156.8000","155.0700"
"2017/12/01","154.7600","5527305.0000","154.4000","155.0200","152.9125"
"2017/11/30","153.9700","6461885.0000","153.6500","154.4100","153.0800"
"2017/11/29","153.5500","5095366.0000","152.8100","153.6100","152.1700"
"2017/11/28","152.4700","3961716.0000","152.3500","152.9300","151.7000"
"2017/11/27","151.9800","3304050.0000","152.0600","152.4900","151.6200"
"2017/11/24","151.8400","1193025.0000","151.9500","152.2000","151.3300"
"2017/11/22","151.7700","3212788.0000","152.0000","152.3900","151.3300"
"2017/11/21","151.9500","3665087.0000","151.3000","152.4500","151.2000"
"2017/11/20","150.5100","5655753.0000","150.6400","151.9500","149.9000"
"2017/11/17","148.9700","4876732.0000","149.3400","150.1500","148.8300"
"2017/11/16","149.1200","5446079.0000","147.7300","149.6500","147.5000"
"2017/11/15","147.1000","4700553.0000","148.0000","148.7050","146.2110"
"2017/11/14","148.8900","3742498.0000","147.9500","148.9700","147.4900"
"2017/11/13","148.4000","5104982.0000","148.8800","149.0000","147.9200"
"2017/11/10","149.1600","4306433.0000","150.6500","150.8900","149.1400"
"2017/11/09","150.3000","4776316.0000","149.9300","151.8000","149.8600"
"2017/11/08","151.5700","4632718.0000","151.6000","151.7944","150.2800"
"2017/11/07","151.3500","3692491.0000","151.3700","151.5100","150.5000"
"2017/11/06","150.8400","4498535.0000","151.7700","151.8200","150.2800"
"2017/11/03","151.5800","4430810.0000","153.4200","153.4700","151.4900"
"2017/11/02","153.3500","3396982.0000","154.1800","154.4900","152.9100"
"2017/11/01","154.0300","3236863.0000","154.1000","154.9000","153.8300"
"2017/10/31","154.0600","4260973.0000","154.3300","154.9300","152.9300"
"2017/10/30","154.3600","4210002.0000","153.7600","154.5900","152.7100"
"2017/10/27","153.6800","4895137.0000","154.5400","154.6300","152.9110"
"2017/10/26","153.6000","4297634.0000","154.3100","155.1200","153.5400"
"2017/10/25","153.5000","6917768.0000","156.0100","156.3700","153.0600"
"2017/10/24","155.8800","8175300.0000","159.6500","159.7000","155.1710"
"2017/10/23","159.5500","5778231.0000","162.0500","162.5100","159.5400"
"2017/10/20","162.0700","7866470.0000","161.0700","162.4800","159.7700"
"2017/10/19","160.9000","9910695.0000","159.8000","160.9600","159.0850"
"2017/10/18","159.5300","30473410.0000","157.1200","161.2300","156.9500"
"2017/10/17","146.5400","6178625.0000","146.6300","147.1200","146.1800"
"2017/10/16","146.8300","3041919.0000","147.2200","147.6700","146.5100"
"2017/10/13","147.1000","2505942.0000","147.4800","147.8500","146.9400"
"2017/10/12","147.0300","3304653.0000","147.5600","147.8900","146.7700"
"2017/10/11","147.6200","3701258.0000","148.4000","148.4700","147.2800"
"2017/10/10","148.5000","4029617.0000","147.7100","148.9500","147.6500"
"2017/10/09","147.3900","2682506.0000","146.5000","147.7900","146.3500"
"2017/10/06","146.4800","2620902.0000","146.6400","146.8500","146.3200"
"2017/10/05","146.7200","2686485.0000","146.6800","147.5400","146.4800"
"2017/10/04","146.4800","2243214.0000","147.0000","147.0200","146.1100"
"2017/10/03","146.7800","2302599.0000","146.6900","147.1999","146.3400"
"2017/10/02","146.6600","2973073.0000","145.3500","146.8650","145.2100"
"2017/09/29","145.0800","2644598.0000","145.4500","145.6900","144.9200"
"2017/09/28","145.6600","2774541.0000","145.3300","145.8600","144.2100"
"2017/09/27","145.6600","3496366.0000","146.6800","146.9000","145.0300"
"2017/09/26","146.5600","4107436.0000","146.3600","147.4200","145.9400"
"2017/09/25","145.8700","5210283.0000","145.1200","146.0300","144.9100"
"2017/09/22","145.1300","2792199.0000","145.5900","145.5900","144.5900"
"2017/09/21","145.2600","2520055.0000","145.6500","145.8911","145.1000"
"2017/09/20","145.8800","5446399.0000","144.9300","145.8800","144.4200"
"2017/09/19","144.3900","3464383.0000","144.7900","144.9800","144.2200"
"2017/09/18","144.5500","3019313.0000","144.8100","145.4799","144.2700"
"2017/09/15","144.8200","7373777.0000","144.8200","145.1700","144.0800"
"2017/09/14","145.5400","3754007.0000","145.8600","146.3800","145.5100"
"2017/09/13","145.9900","4098201.0000","145.3500","146.2900","145.3400"
"2017/09/12","145.7600","5239033.0000","145.1100","146.3700","144.5100"
"2017/09/11","144.8600","4611086.0000","143.5400","145.1300","143.0100"
"2017/09/08","142.4500","3362498.0000","143.1500","143.1500","141.6400"
"2017/09/07","142.9000","4188154.0000","144.1000","144.6400","142.4100"
"2017/09/06","143.8200","3267586.0000","143.8800","144.4700","143.5000"
"2017/09/05","143.0400","3098684.0000","143.5000","144.3575","142.7000"
"2017/09/01","144.0800","3348757.0000","142.9800","144.5000","142.9800"
"2017/08/31","143.0300","3650650.0000","143.0200","143.6600","142.6300"
"2017/08/30","142.5600","2733727.0000","143.2600","143.2800","142.4100"
"2017/08/29","143.1400","3008013.0000","142.1000","143.4250","141.9000"
"2017/08/28","142.5100","5131244.0000","144.1100","144.5600","142.3900"
"2017/08/25","143.7400","2871315.0000","143.3000","144.1900","143.2500"
"2017/08/24","142.9400","3590994.0000","142.5000","143.6800","142.2500"
"2017/08/23","142.1400","4048117.0000","140.7000","143.0500","140.6800"
"2017/08/22","141.0100","2544345.0000","140.6400","141.1500","140.3800"
"2017/08/21","140.3300","3188408.0000","139.5900","140.4200","139.1300"
"2017/08/18","139.7000","4151484.0000","140.8700","141.1500","139.5800"
"2017/08/17","140.7000","4357359.0000","142.5200","142.8900","140.7000"
"2017/08/16","142.5000","3287450.0000","141.7900","142.9100","141.6100"
"2017/08/15","142.0700","4681540.0000","142.5500","143.3400","140.5800"
